customer_no,Full_Date,deliquency_months,recovery_amt,recovery_branch
848,2018-07-01,6 Month,2.94,Chennai
851,2017-10-01,30 Days,6.99,Mumbai
853,2017-04-01,6 Month,15.38,Mumbai
854,2017-04-01,30 Days,1.77,Srinagar
861,2018-05-01,90 Days,9.42,Chandigarh
863,2017-03-01,24 Months and more,2.36,Delhi
864,2018-10-01,24 Months and more,2.94,Chandigarh
865,2017-02-01,24 Months and more,1.4,Gandhinagar
866,2018-11-01,30 Days,4.71,Ranchi
867,2018-08-01,30 Days,2.36,Srinagar
868,2017-07-01,90 Days,2.36,Nasik
869,2017-09-01,6 Month,4.71,Shillong
870,2017-09-01,12 Months,8.24,Shillong
871,2017-08-01,60 Days,16.78,Ranchi
872,2018-11-01,24 Months and more,6.99,Chandigarh
873,2018-03-01,12 Months,2.36,Pune
874,2018-07-01,90 Days,12.59,Nagpur
876,2017-09-01,24 Months and more,5.59,Pune
877,2018-04-01,24 Months and more,9.79,Jaipur
878,2018-06-01,24 Months and more,9.79,Bengaluru
882,2018-09-01,24 Months and more,5.59,Aurangabad
884,2017-05-01,6 Month,2.36,Srinagar
885,2018-02-01,12 Months,5.89,Mumbai
887,2018-03-01,12 Months,12.59,Chennai
888,2017-05-01,24 Months and more,4.12,Shillong
889,2018-10-01,6 Month,1.4,Ranchi
891,2017-04-01,30 Days,4.71,Ranchi
893,2018-08-01,12 Months,5.3,Jaipur
894,2017-06-01,90 Days,14.13,Chennai
896,2017-07-01,60 Days,8.39,Shillong
898,2018-03-01,12 Months,5.89,Nasik
899,2017-11-01,60 Days,5.89,Nagpur
902,2018-10-01,12 Months,1.18,Aurangabad
903,2017-04-01,12 Months,7.07,Jaipur
905,2018-03-01,12 Months,1.77,Chandigarh
906,2017-11-01,12 Months,4.71,Jaipur
907,2018-08-01,90 Days,7.07,Nasik
908,2018-09-01,24 Months and more,3.53,Srinagar
909,2017-02-01,60 Days,5.89,Chandigarh
911,2017-02-01,6 Month,11.19,Mumbai
912,2018-07-01,12 Months,8.39,Mumbai
913,2018-02-01,6 Month,16.78,Jaipur
914,2017-04-01,90 Days,5.3,Chandigarh
920,2017-02-01,90 Days,16.78,Nasik
922,2018-08-01,24 Months and more,5.89,Bengaluru
923,2018-12-01,24 Months and more,2.8,Chandigarh
926,2017-12-01,60 Days,6.48,Mumbai
927,2017-12-01,6 Month,6.48,Mumbai
928,2017-03-01,30 Days,9.42,Ranchi
930,2017-06-01,90 Days,2.94,Nagpur
932,2017-11-01,90 Days,5.3,Nagpur
933,2017-11-01,6 Month,13.98,Srinagar
936,2017-11-01,24 Months and more,0.59,Chandigarh
940,2017-10-01,30 Days,4.12,Shillong
941,2017-09-01,12 Months,6.48,Jaipur
942,2017-11-01,24 Months and more,5.3,Ranchi
943,2017-09-01,24 Months and more,6.48,Chandigarh
945,2017-05-01,24 Months and more,3.53,Mumbai
947,2018-06-01,24 Months and more,1.77,Mumbai
948,2017-05-01,24 Months and more,5.59,Srinagar
949,2017-06-01,90 Days,5.59,Delhi
950,2018-06-01,24 Months and more,5.89,Mumbai
952,2018-09-01,90 Days,5.89,Nagpur
953,2017-11-01,90 Days,11.78,Bhopal
954,2017-03-01,24 Months and more,12.59,Mumbai
956,2018-09-01,6 Month,16.78,Bengaluru
957,2017-09-01,6 Month,13.98,Gandhinagar
958,2018-08-01,12 Months,4.12,Bengaluru
959,2018-04-01,30 Days,8.24,Nagpur
961,2017-11-01,90 Days,6.48,Shillong
962,2017-02-01,12 Months,1.77,Gandhinagar
963,2017-02-01,30 Days,11.19,Delhi
964,2018-03-01,6 Month,3.53,Gandhinagar
967,2018-04-01,30 Days,11.19,Delhi
969,2018-08-01,12 Months,9.79,Bengaluru
971,2017-12-01,60 Days,11.19,Delhi
973,2017-01-01,60 Days,12.95,Bengaluru
977,2017-11-01,30 Days,12.59,Nasik
978,2018-08-01,12 Months,1.77,Ranchi
979,2017-01-01,30 Days,16.78,Jaipur
980,2017-02-01,90 Days,5.59,Mumbai
981,2017-11-01,60 Days,9.79,Aurangabad
984,2017-11-01,30 Days,1.18,Delhi
988,2017-11-01,90 Days,0.59,Chandigarh
990,2017-12-01,30 Days,5.59,Chennai
991,2017-10-01,30 Days,2.36,Gandhinagar
993,2018-09-01,24 Months and more,4.12,Pune
996,2017-03-01,24 Months and more,12.95,Mumbai
998,2018-08-01,60 Days,1.77,Gandhinagar
1003,2018-09-01,24 Months and more,2.36,Srinagar
1004,2018-10-01,60 Days,2.94,Pune
1005,2017-02-01,90 Days,6.48,Delhi
1006,2017-12-01,60 Days,12.59,Aurangabad
1007,2017-12-01,24 Months and more,9.79,Nagpur
1008,2018-06-01,6 Month,13.98,Nasik
1009,2017-01-01,30 Days,1.4,Chandigarh
1012,2017-06-01,30 Days,7.07,Chennai
1013,2017-01-01,12 Months,1.4,Chennai
1014,2018-02-01,12 Months,2.36,Chennai
1015,2017-03-01,24 Months and more,11.19,Gandhinagar
1016,2017-07-01,24 Months and more,13.98,Bhopal
1017,2018-10-01,30 Days,8.39,Mumbai
1018,2018-09-01,30 Days,9.79,Pune
1019,2018-08-01,30 Days,12.59,Bhopal
1021,2017-07-01,60 Days,4.71,Ranchi
1022,2017-03-01,12 Months,5.59,Bhopal
1024,2018-12-01,30 Days,6.99,Pune
1025,2018-07-01,24 Months and more,8.24,Nasik
1026,2017-06-01,60 Days,9.79,Bengaluru
1027,2018-12-01,24 Months and more,11.78,Chennai
1030,2018-08-01,30 Days,4.2,Shillong
1032,2018-02-01,60 Days,6.48,Shillong
1033,2017-11-01,30 Days,2.36,Srinagar
1036,2018-09-01,30 Days,4.12,Pune
1037,2018-06-01,60 Days,5.3,Mumbai
1038,2018-03-01,24 Months and more,2.94,Ranchi
1040,2017-07-01,12 Months,15.38,Nagpur
1042,2018-01-01,12 Months,1.77,Jaipur
1043,2017-11-01,30 Days,15.38,Aurangabad
1044,2018-08-01,6 Month,5.3,Pune
1045,2017-08-01,12 Months,6.48,Shillong
1048,2018-12-01,6 Month,15.38,Nagpur
1054,2018-04-01,12 Months,12.59,Gandhinagar
1055,2017-01-01,30 Days,5.89,Nagpur
1057,2018-02-01,60 Days,4.71,Aurangabad
1058,2018-07-01,30 Days,2.8,Ranchi
1059,2017-07-01,90 Days,2.36,Jaipur
1060,2017-09-01,30 Days,5.59,Bhopal
1061,2018-12-01,6 Month,7.07,Chennai
1062,2018-11-01,60 Days,2.36,Nagpur
1063,2018-01-01,60 Days,5.89,Srinagar
1064,2017-07-01,12 Months,0.59,Jaipur
1066,2018-03-01,24 Months and more,3.53,Nasik
1068,2018-05-01,12 Months,9.79,Aurangabad
1069,2018-09-01,24 Months and more,5.89,Mumbai
1070,2017-05-01,24 Months and more,13.98,Pune
1073,2018-01-01,6 Month,4.71,Gandhinagar
1075,2018-05-01,12 Months,10.6,Nasik
1076,2018-07-01,12 Months,16.78,Aurangabad
1077,2018-10-01,12 Months,16.78,Shillong
1078,2018-06-01,6 Month,3.53,Chandigarh
1079,2018-05-01,24 Months and more,4.2,Srinagar
1080,2017-04-01,12 Months,1.77,Chennai
1081,2018-11-01,24 Months and more,5.3,Gandhinagar
1082,2018-04-01,60 Days,4.12,Chennai
1083,2017-02-01,30 Days,6.48,Ranchi
1085,2017-11-01,6 Month,1.77,Chandigarh
1086,2018-12-01,30 Days,16.78,Ranchi
1087,2018-06-01,90 Days,4.12,Shillong
1088,2018-08-01,90 Days,4.2,Shillong
1089,2018-01-01,12 Months,1.18,Ranchi
1090,2018-10-01,60 Days,4.12,Nasik
1092,2018-09-01,12 Months,11.19,Pune
1094,2017-08-01,60 Days,5.59,Nagpur
1098,2017-04-01,30 Days,0.59,Delhi
1099,2018-07-01,60 Days,13.98,Delhi
1100,2018-02-01,12 Months,4.71,Jaipur
1101,2017-07-01,6 Month,16.78,Chandigarh
1102,2018-01-01,90 Days,4.12,Chennai
1106,2018-11-01,90 Days,4.2,Nagpur
1107,2017-03-01,6 Month,5.89,Nagpur
1108,2018-08-01,60 Days,4.2,Jaipur
1110,2017-03-01,12 Months,13.98,Nasik
1112,2017-07-01,30 Days,6.99,Chandigarh
1113,2017-09-01,6 Month,12.59,Shillong
1114,2018-06-01,12 Months,5.89,Ranchi
1116,2017-02-01,30 Days,3.53,Nagpur
1117,2018-10-01,6 Month,4.71,Aurangabad
1118,2017-04-01,12 Months,4.12,Aurangabad
1119,2017-10-01,90 Days,6.48,Nasik
1120,2017-06-01,6 Month,2.8,Aurangabad
1122,2018-05-01,6 Month,16.78,Aurangabad
1123,2018-04-01,6 Month,11.19,Shillong
1125,2018-05-01,90 Days,8.24,Jaipur
1128,2018-11-01,6 Month,5.59,Mumbai
1129,2017-03-01,24 Months and more,4.2,Chennai
1130,2017-01-01,90 Days,1.77,Bengaluru
1131,2017-03-01,90 Days,2.8,Pune
1132,2017-02-01,6 Month,3.53,Delhi
1133,2017-05-01,90 Days,4.71,Bengaluru
1134,2018-05-01,60 Days,3.53,Bhopal
1135,2017-06-01,90 Days,2.94,Bhopal
1136,2017-01-01,90 Days,1.18,Gandhinagar
1138,2018-08-01,90 Days,8.24,Delhi
1139,2017-01-01,12 Months,0.59,Aurangabad
1140,2017-03-01,6 Month,2.94,Nagpur
1141,2018-04-01,12 Months,4.12,Chennai
1142,2018-06-01,6 Month,4.71,Nasik
1144,2018-11-01,12 Months,2.8,Chandigarh
1146,2017-03-01,30 Days,5.89,Nagpur
1147,2017-05-01,90 Days,9.42,Bhopal
1149,2018-11-01,24 Months and more,2.36,Chennai
1151,2018-08-01,60 Days,9.42,Pune
1152,2018-05-01,30 Days,6.48,Pune
1154,2018-08-01,30 Days,5.89,Chennai
1155,2017-07-01,6 Month,9.79,Chandigarh
1158,2017-08-01,24 Months and more,9.79,Srinagar
1160,2018-10-01,12 Months,1.18,Bengaluru
1161,2018-11-01,6 Month,12.59,Shillong
1162,2018-02-01,12 Months,5.89,Mumbai
1164,2017-09-01,30 Days,6.99,Nagpur
1165,2018-04-01,30 Days,1.77,Shillong
1166,2018-10-01,6 Month,0.59,Shillong
1167,2017-01-01,6 Month,2.94,Gandhinagar
1168,2018-09-01,60 Days,5.3,Pune
1169,2018-11-01,6 Month,2.36,Shillong
1170,2017-08-01,6 Month,10.6,Gandhinagar
1171,2017-08-01,12 Months,12.59,Mumbai
1172,2018-09-01,90 Days,7.07,Gandhinagar
1173,2018-12-01,60 Days,2.94,Shillong
1175,2018-09-01,30 Days,3.53,Jaipur
1176,2017-02-01,12 Months,3.53,Bhopal
1177,2017-08-01,24 Months and more,0.59,Nasik
1180,2017-03-01,90 Days,7.07,Jaipur
1181,2018-07-01,24 Months and more,1.18,Mumbai
1184,2018-07-01,6 Month,3.53,Bengaluru
1186,2017-01-01,90 Days,1.4,Nagpur
1187,2017-04-01,60 Days,9.79,Jaipur
1188,2018-01-01,12 Months,6.99,Nasik
1189,2017-12-01,12 Months,4.12,Gandhinagar
1190,2018-09-01,24 Months and more,7.07,Chennai
1191,2018-12-01,24 Months and more,7.07,Bhopal
1194,2018-01-01,12 Months,12.59,Aurangabad
1195,2017-10-01,60 Days,3.53,Nasik
1197,2018-09-01,24 Months and more,4.2,Bhopal
1198,2018-09-01,90 Days,16.78,Nagpur
1200,2018-02-01,6 Month,2.94,Pune
1204,2018-10-01,90 Days,9.79,Chennai
1206,2018-02-01,24 Months and more,5.89,Nasik
1208,2018-08-01,6 Month,5.89,Mumbai
1209,2017-11-01,6 Month,1.18,Aurangabad
1210,2018-05-01,30 Days,2.36,Nasik
1212,2018-03-01,24 Months and more,6.99,Nasik
1213,2017-06-01,60 Days,7.07,Chandigarh
1216,2018-06-01,24 Months and more,4.2,Chandigarh
1217,2017-09-01,90 Days,5.3,Mumbai
1218,2018-03-01,60 Days,1.18,Srinagar
1219,2018-12-01,90 Days,6.99,Nasik
1220,2017-05-01,12 Months,3.53,Pune
1223,2018-02-01,30 Days,4.2,Delhi
1224,2017-04-01,24 Months and more,3.53,Mumbai
1225,2017-07-01,24 Months and more,1.18,Chennai
1226,2018-06-01,30 Days,5.89,Aurangabad
1227,2018-03-01,60 Days,12.95,Pune
1229,2018-09-01,30 Days,9.79,Nagpur
1230,2017-09-01,6 Month,7.07,Ranchi
1231,2017-06-01,30 Days,3.53,Nasik
1234,2017-04-01,60 Days,6.48,Mumbai
1236,2018-12-01,60 Days,4.71,Bengaluru
1237,2018-06-01,6 Month,6.48,Srinagar
1241,2018-05-01,12 Months,2.94,Ranchi
1242,2017-08-01,6 Month,2.36,Bhopal
1243,2017-10-01,24 Months and more,2.36,Nasik
1244,2018-03-01,60 Days,2.8,Pune
1245,2017-09-01,12 Months,8.39,Gandhinagar
1247,2018-02-01,24 Months and more,13.98,Ranchi
1248,2017-01-01,12 Months,5.89,Aurangabad
1249,2017-09-01,90 Days,0.59,Delhi
1251,2017-06-01,60 Days,0.59,Mumbai
1253,2017-06-01,60 Days,12.95,Pune
1254,2018-03-01,30 Days,0.59,Ranchi
1257,2017-11-01,30 Days,1.77,Pune
1258,2017-04-01,60 Days,7.07,Delhi
1260,2017-06-01,60 Days,2.94,Chandigarh
1262,2018-08-01,90 Days,2.94,Jaipur
1263,2017-02-01,12 Months,5.59,Jaipur
1264,2017-02-01,60 Days,1.77,Ranchi
1265,2017-03-01,30 Days,5.59,Shillong
1266,2018-01-01,24 Months and more,1.77,Delhi
1267,2017-03-01,24 Months and more,6.99,Pune
1269,2018-06-01,60 Days,15.38,Shillong
1270,2018-07-01,90 Days,2.36,Jaipur
1271,2018-03-01,60 Days,5.59,Mumbai
1272,2017-06-01,24 Months and more,11.19,Mumbai
1273,2018-08-01,12 Months,9.79,Bhopal
1274,2017-10-01,12 Months,7.07,Delhi
1276,2017-07-01,30 Days,15.38,Gandhinagar
1278,2017-06-01,12 Months,2.8,Pune
1279,2018-07-01,6 Month,2.94,Mumbai
1280,2018-05-01,6 Month,6.48,Delhi
1283,2018-05-01,6 Month,4.12,Shillong
1284,2018-05-01,24 Months and more,11.78,Aurangabad
1285,2017-07-01,30 Days,2.36,Nagpur
1287,2018-12-01,90 Days,12.59,Nasik
1288,2017-12-01,30 Days,1.77,Pune
1289,2018-03-01,90 Days,8.39,Shillong
1290,2018-02-01,6 Month,15.38,Shillong
1291,2018-08-01,30 Days,5.89,Nagpur
1292,2017-11-01,90 Days,16.78,Aurangabad
1293,2017-05-01,6 Month,8.39,Nasik
1294,2017-07-01,60 Days,6.48,Chennai
1295,2017-07-01,60 Days,1.4,Delhi
1297,2017-02-01,12 Months,2.94,Jaipur
1298,2017-10-01,24 Months and more,3.53,Delhi
1299,2017-04-01,12 Months,6.48,Srinagar
1300,2018-04-01,24 Months and more,4.12,Delhi
1302,2018-04-01,90 Days,2.94,Ranchi
1305,2018-02-01,12 Months,4.12,Shillong
1306,2018-03-01,6 Month,6.99,Nagpur
1307,2018-04-01,90 Days,0.59,Pune
1308,2017-12-01,30 Days,8.39,Gandhinagar
1309,2018-10-01,12 Months,14.13,Jaipur
1312,2018-11-01,6 Month,1.4,Mumbai
1313,2017-05-01,30 Days,4.2,Mumbai
1314,2017-09-01,90 Days,9.79,Ranchi
1315,2018-04-01,60 Days,5.59,Jaipur
1316,2018-01-01,6 Month,5.59,Chandigarh
1317,2018-06-01,12 Months,13.98,Gandhinagar
1320,2017-07-01,60 Days,4.71,Chennai
1321,2018-01-01,24 Months and more,2.36,Ranchi
1323,2018-08-01,90 Days,16.78,Nagpur
1324,2018-07-01,60 Days,7.07,Mumbai
1326,2017-04-01,60 Days,12.95,Delhi
1327,2018-12-01,60 Days,16.78,Nagpur
1328,2018-11-01,6 Month,6.48,Bengaluru
1329,2017-10-01,6 Month,7.07,Delhi
1330,2017-04-01,60 Days,8.24,Bengaluru
1331,2017-03-01,30 Days,0.59,Nagpur
1332,2018-03-01,60 Days,10.6,Nasik
1334,2018-08-01,12 Months,11.19,Mumbai
1335,2018-10-01,90 Days,5.3,Nasik
1336,2018-11-01,6 Month,2.94,Nagpur
1338,2017-10-01,6 Month,3.53,Nasik
1339,2018-04-01,90 Days,16.78,Mumbai
1340,2017-12-01,60 Days,1.77,Jaipur
1341,2017-12-01,60 Days,5.59,Pune
1344,2017-10-01,24 Months and more,1.18,Srinagar
1347,2018-04-01,24 Months and more,5.89,Nasik
1348,2018-05-01,6 Month,4.2,Aurangabad
1349,2018-06-01,24 Months and more,12.95,Ranchi
1351,2018-03-01,6 Month,13.98,Mumbai
1352,2017-08-01,30 Days,2.36,Pune
1353,2017-08-01,24 Months and more,3.53,Delhi
1354,2017-11-01,12 Months,6.99,Nasik
1355,2018-02-01,12 Months,4.12,Chennai
1356,2018-05-01,24 Months and more,6.99,Chennai
1359,2017-02-01,60 Days,13.98,Aurangabad
1360,2017-12-01,60 Days,5.89,Pune
1361,2018-10-01,6 Month,4.71,Mumbai
1362,2017-09-01,24 Months and more,8.24,Nagpur
1363,2018-10-01,12 Months,15.38,Mumbai
1364,2018-01-01,90 Days,12.95,Chandigarh
1365,2018-06-01,60 Days,10.6,Bhopal
1366,2018-05-01,24 Months and more,1.4,Srinagar
1367,2018-03-01,90 Days,15.38,Bengaluru
1368,2017-02-01,6 Month,5.89,Shillong
1369,2017-05-01,12 Months,1.18,Chandigarh
1370,2017-06-01,90 Days,4.71,Chandigarh
1373,2017-04-01,90 Days,7.07,Bengaluru
1376,2017-06-01,90 Days,8.39,Nagpur
1380,2017-06-01,60 Days,12.59,Pune
1381,2017-02-01,24 Months and more,6.48,Bengaluru
1383,2018-05-01,6 Month,7.07,Nagpur
1384,2018-04-01,12 Months,6.48,Delhi
1385,2018-09-01,24 Months and more,1.18,Srinagar
1388,2017-08-01,30 Days,4.2,Gandhinagar
1389,2018-01-01,60 Days,6.99,Bhopal
1392,2018-02-01,6 Month,7.07,Delhi
1393,2017-06-01,30 Days,1.77,Chennai
1396,2017-02-01,6 Month,0.59,Aurangabad
1400,2017-04-01,60 Days,0.59,Pune
1403,2018-03-01,24 Months and more,0.59,Bengaluru
1404,2018-08-01,12 Months,6.99,Aurangabad
1406,2017-09-01,60 Days,16.78,Shillong
1407,2017-01-01,24 Months and more,16.78,Nasik
1410,2018-12-01,24 Months and more,2.36,Delhi
1413,2018-02-01,60 Days,14.13,Chennai
1414,2018-12-01,24 Months and more,9.79,Jaipur
1416,2017-09-01,6 Month,2.36,Nagpur
1417,2017-07-01,12 Months,12.95,Bhopal
1418,2018-06-01,90 Days,1.77,Jaipur
1419,2018-11-01,12 Months,3.53,Bhopal
1423,2017-09-01,90 Days,5.89,Ranchi
1425,2017-12-01,24 Months and more,6.48,Nasik
1426,2017-09-01,30 Days,5.89,Pune
1427,2017-12-01,24 Months and more,15.38,Nasik
1428,2018-02-01,90 Days,6.48,Nasik
1429,2017-08-01,24 Months and more,1.77,Mumbai
1430,2017-12-01,6 Month,9.79,Chennai
1431,2018-05-01,60 Days,8.39,Nagpur
1432,2017-07-01,12 Months,2.36,Chandigarh
1435,2018-06-01,6 Month,11.19,Ranchi
1436,2018-10-01,30 Days,8.39,Mumbai
1437,2017-11-01,90 Days,5.89,Mumbai
1438,2017-03-01,6 Month,5.89,Mumbai
1439,2017-08-01,6 Month,1.77,Delhi
1440,2017-06-01,12 Months,1.18,Bhopal
1441,2017-08-01,90 Days,9.79,Delhi
1442,2017-12-01,12 Months,5.89,Gandhinagar
1444,2017-10-01,60 Days,7.07,Delhi
1445,2017-07-01,12 Months,4.12,Aurangabad
1448,2017-03-01,12 Months,3.53,Mumbai
1449,2018-08-01,30 Days,2.8,Shillong
1450,2018-04-01,6 Month,5.89,Chennai
1453,2017-09-01,12 Months,13.98,Srinagar
1454,2017-05-01,30 Days,2.94,Pune
1455,2018-03-01,6 Month,2.94,Aurangabad
1456,2017-02-01,6 Month,4.12,Bhopal
1458,2018-02-01,30 Days,1.18,Nagpur
1459,2018-01-01,60 Days,4.12,Pune
1460,2017-07-01,12 Months,2.36,Shillong
1461,2018-09-01,90 Days,4.2,Nagpur
1462,2017-04-01,24 Months and more,13.98,Chennai
1463,2018-12-01,30 Days,5.89,Shillong
1464,2018-10-01,90 Days,13.98,Nasik
1465,2018-10-01,90 Days,0.59,Nagpur
1466,2018-07-01,30 Days,0.59,Nagpur
1467,2017-01-01,12 Months,7.07,Pune
1472,2017-11-01,24 Months and more,4.71,Chennai
1473,2017-07-01,24 Months and more,7.07,Nagpur
1474,2017-04-01,60 Days,0.59,Pune
1475,2017-10-01,6 Month,9.79,Gandhinagar
1480,2017-02-01,30 Days,6.48,Ranchi
1482,2017-08-01,24 Months and more,10.6,Delhi
1483,2018-02-01,6 Month,12.59,Chennai
1484,2018-10-01,30 Days,7.07,Nagpur
1486,2018-10-01,60 Days,0.59,Shillong
1487,2017-01-01,6 Month,11.19,Nasik
1488,2017-06-01,60 Days,7.07,Bhopal
1493,2017-04-01,6 Month,11.19,Nagpur
1494,2017-10-01,6 Month,5.89,Bengaluru
1496,2017-08-01,24 Months and more,4.71,Pune
1497,2017-06-01,90 Days,4.71,Nasik
1499,2018-05-01,12 Months,10.6,Bengaluru
1500,2017-06-01,30 Days,3.53,Nagpur
1503,2017-02-01,6 Month,2.36,Nagpur
1504,2017-04-01,90 Days,1.18,Shillong
1505,2017-12-01,6 Month,11.78,Ranchi
1506,2017-03-01,6 Month,9.79,Bhopal
1507,2018-10-01,24 Months and more,2.94,Delhi
1508,2018-07-01,12 Months,5.3,Aurangabad
1509,2018-01-01,60 Days,1.18,Nasik
1510,2018-09-01,12 Months,0.59,Ranchi
1512,2018-03-01,60 Days,11.19,Delhi
1514,2018-11-01,60 Days,6.48,Bengaluru
1516,2018-06-01,90 Days,2.36,Srinagar
1517,2018-12-01,24 Months and more,9.79,Srinagar
1518,2018-08-01,24 Months and more,4.71,Shillong
1519,2018-03-01,6 Month,8.39,Nasik
1521,2017-01-01,90 Days,16.78,Bengaluru
1522,2017-07-01,6 Month,6.48,Bhopal
1524,2017-09-01,30 Days,0.59,Mumbai
1526,2018-06-01,24 Months and more,4.12,Pune
1527,2017-12-01,24 Months and more,5.59,Nasik
1530,2017-04-01,30 Days,16.78,Aurangabad
1533,2018-03-01,60 Days,4.12,Srinagar
1534,2017-12-01,24 Months and more,5.89,Chennai
1535,2018-09-01,24 Months and more,7.07,Nagpur
1536,2018-05-01,30 Days,5.3,Aurangabad
1537,2017-01-01,30 Days,12.59,Aurangabad
1539,2018-01-01,24 Months and more,0.59,Gandhinagar
1541,2018-08-01,24 Months and more,5.3,Bhopal
1542,2017-08-01,30 Days,3.53,Bhopal
1543,2018-01-01,24 Months and more,11.19,Aurangabad
1546,2017-06-01,6 Month,5.89,Delhi
1548,2018-05-01,30 Days,13.98,Aurangabad
1553,2018-07-01,24 Months and more,6.99,Pune
1554,2017-01-01,6 Month,9.42,Nasik
1558,2017-05-01,60 Days,9.42,Pune
1559,2018-07-01,24 Months and more,0.59,Mumbai
1561,2018-01-01,12 Months,3.53,Jaipur
1563,2018-02-01,60 Days,15.38,Nagpur
1566,2017-12-01,12 Months,1.77,Pune
1569,2018-12-01,60 Days,7.07,Jaipur
1571,2017-03-01,60 Days,4.2,Delhi
1572,2017-09-01,24 Months and more,5.89,Gandhinagar
1575,2017-11-01,6 Month,1.4,Pune
1576,2018-11-01,12 Months,1.77,Srinagar
1577,2017-07-01,24 Months and more,3.53,Ranchi
1578,2018-01-01,12 Months,13.98,Srinagar
1579,2017-07-01,30 Days,1.77,Ranchi
1582,2017-04-01,12 Months,7.07,Mumbai
1583,2017-09-01,6 Month,6.48,Gandhinagar
1587,2017-09-01,30 Days,5.59,Mumbai
1588,2018-08-01,24 Months and more,2.94,Nagpur
1589,2017-11-01,6 Month,7.07,Gandhinagar
1590,2018-09-01,24 Months and more,6.99,Nasik
1592,2018-12-01,90 Days,11.78,Aurangabad
1593,2018-08-01,30 Days,7.07,Chandigarh
1595,2017-08-01,90 Days,7.07,Jaipur
1596,2017-11-01,24 Months and more,11.19,Nasik
1597,2018-11-01,90 Days,1.18,Nagpur
1598,2018-08-01,30 Days,1.4,Shillong
1599,2017-12-01,12 Months,3.53,Chandigarh
1606,2017-03-01,12 Months,4.71,Pune
1607,2018-12-01,6 Month,15.38,Bhopal
1608,2017-08-01,90 Days,4.12,Nagpur
1611,2018-06-01,12 Months,14.13,Srinagar
1613,2017-06-01,90 Days,7.07,Bengaluru
1616,2017-04-01,60 Days,11.19,Nasik
1617,2017-02-01,24 Months and more,1.77,Jaipur
1618,2018-02-01,24 Months and more,2.94,Nasik
1619,2017-06-01,90 Days,2.94,Nagpur
1620,2018-03-01,90 Days,8.39,Shillong
1622,2018-08-01,90 Days,2.94,Chennai
1623,2018-12-01,60 Days,13.98,Aurangabad
1624,2018-12-01,24 Months and more,7.07,Nagpur
1625,2018-05-01,24 Months and more,9.79,Bengaluru
1626,2018-01-01,24 Months and more,1.18,Chandigarh
1627,2018-11-01,90 Days,10.6,Jaipur
1628,2017-11-01,60 Days,4.71,Srinagar
1630,2018-11-01,6 Month,8.24,Gandhinagar
1635,2018-09-01,24 Months and more,4.12,Srinagar
1637,2018-06-01,60 Days,0.59,Aurangabad
1638,2018-07-01,12 Months,4.12,Pune
1639,2018-02-01,30 Days,0.59,Jaipur
1641,2018-01-01,30 Days,6.99,Shillong
1646,2017-07-01,60 Days,1.4,Shillong
1647,2017-04-01,30 Days,11.19,Chandigarh
1648,2017-02-01,6 Month,16.78,Gandhinagar
1649,2017-10-01,30 Days,5.3,Bengaluru
1650,2017-05-01,60 Days,14.13,Gandhinagar
1652,2017-03-01,24 Months and more,5.3,Chandigarh
1653,2018-07-01,60 Days,1.18,Srinagar
1654,2017-05-01,90 Days,8.39,Chennai
1656,2018-05-01,24 Months and more,11.19,Chandigarh
1657,2017-04-01,90 Days,12.59,Chandigarh
1658,2018-01-01,24 Months and more,4.12,Ranchi
1659,2018-11-01,24 Months and more,4.71,Bengaluru
1661,2018-12-01,6 Month,4.12,Shillong
1662,2018-09-01,6 Month,4.12,Aurangabad
1665,2017-04-01,90 Days,2.36,Nagpur
1667,2018-01-01,24 Months and more,1.77,Mumbai
1668,2017-12-01,12 Months,16.78,Pune
1669,2017-05-01,6 Month,4.2,Chennai
1670,2017-09-01,24 Months and more,5.89,Bengaluru
1671,2017-02-01,24 Months and more,2.36,Nasik
1672,2018-11-01,30 Days,1.18,Chennai
1675,2017-04-01,6 Month,4.12,Nagpur
1678,2017-10-01,60 Days,9.42,Chennai
1679,2018-08-01,6 Month,9.79,Jaipur
1680,2018-05-01,90 Days,4.2,Bhopal
1682,2018-10-01,30 Days,4.2,Nasik
1685,2018-07-01,12 Months,15.38,Delhi
1686,2018-07-01,60 Days,11.19,Ranchi
1687,2017-09-01,24 Months and more,5.3,Mumbai
1688,2017-02-01,30 Days,6.99,Mumbai
1689,2017-04-01,6 Month,6.99,Nagpur
1690,2017-10-01,12 Months,2.8,Bengaluru
1692,2018-08-01,90 Days,3.53,Bhopal
1693,2017-09-01,6 Month,16.78,Mumbai
1694,2017-10-01,12 Months,16.78,Gandhinagar
1695,2017-03-01,12 Months,4.12,Mumbai
1696,2017-11-01,6 Month,6.48,Pune
1697,2017-11-01,6 Month,2.94,Ranchi
1698,2018-06-01,60 Days,9.79,Jaipur
1700,2018-01-01,6 Month,16.78,Delhi
1702,2017-05-01,12 Months,7.07,Chennai
1703,2017-05-01,30 Days,7.07,Gandhinagar
1704,2018-10-01,12 Months,9.42,Chandigarh
1705,2017-04-01,90 Days,4.12,Delhi
1706,2017-07-01,6 Month,1.18,Nagpur
1707,2017-07-01,24 Months and more,4.12,Srinagar
1708,2017-03-01,60 Days,7.07,Mumbai
1709,2018-05-01,90 Days,6.48,Bhopal
1710,2017-05-01,6 Month,4.2,Ranchi
1711,2017-08-01,90 Days,15.38,Aurangabad
